URL,HTTP Status,Redirect,Title,Meta Description,H1,Canonical,대표지역명,작업명,키워드수,핵심단어포함,FAQ일치,Alt일치,CTA여부,브랜드Ok,Query여부,Soft404,카테고리
"/seoul/yangcheon/sinjeong-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinjeong-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/yangcheon/sinwol-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/magok-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/hwagok-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/deungchon-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gayang-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/balsan-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/yeomchang-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/awning-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/signboard-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/interior-post-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/completion-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/hood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/hoarder-house-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/special-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/floor-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/move-in-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/moving-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/office-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/store-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/factory-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/building-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/flood-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/warehouse-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/banghwa-dong/hospital-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gonghang-dong/exterior-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gonghang-dong/window-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gonghang-dong/fire-cleaning",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
"/seoul/gangseo/gonghang-dong/floor-wax-coating",404,"N","","","","","","",0,"N","N/A","N/A","N","N","N","N","404"
